"можешь создай каталог",51
"нужно создай каталог",51
"так, давай создай каталог",51
"слушай, создай каталог",51
"новая папка",51
"новая папка пожалуйста",51
"можешь новая папка",51
"нужно новая папка",51
"так, давай новая папка",51
"слушай, новая папка",51
"удали файл",52
"удали файл пожалуйста",52
"можешь удали файл",52
"нужно удали файл",52
"так, давай удали файл",52
"слушай, удали файл",52
"сотри этот файл",52
"сотри этот файл пожалуйста",52
"можешь сотри этот файл",52
"нужно сотри этот файл",52
"так, давай сотри этот файл",52
"слушай, сотри этот файл",52
"удалить",52
"удалить пожалуйста",52
"можешь удалить",52
"нужно удалить",52
"так, давай удалить",52
"слушай, удалить",52
"открой файл",53
"открой файл пожалуйста",53
"можешь открой файл",53
"нужно открой файл",53
"так, давай открой файл",53
"слушай, открой файл",53
"запусти этот документ",53
"запусти этот документ пожалуйста",53
"можешь запусти этот документ",53
"нужно запусти этот документ",53
"так, давай запусти этот документ",53
"слушай, запусти этот документ",53
"открыть",53
"открыть пожалуйста",53
"можешь открыть",53
"нужно открыть",53
"так, давай открыть",53
"слушай, открыть",53
"отмена",60
"отмена пожалуйста",60
"можешь отмена",60
"нужно отмена",60
"так, давай отмена",60
"слушай, отмена",60
"забудь",60
"забудь пожалуйста",60
"можешь забудь",60
"нужно забудь",60
"так, давай забудь",60
"слушай, забудь",60
"ничего не делай",60
"ничего не делай пожалуйста",60
"можешь ничего не делай",60
"нужно ничего не делай",60
"так, давай ничего не делай",60
"слушай, ничего не делай",60
"стой",60
"стой пожалуйста",60
"можешь стой",60
"нужно стой",60
"так, давай стой",60
"слушай, стой",60
"отставить",60
"отставить пожалуйста",60
"можешь отставить",60
"нужно отставить",60
"так, давай отставить",60
"слушай, отставить",60
"помощь",61
"помощь пожалуйста",61
"можешь помощь",61
"нужно помощь",61
"так, давай помощь",61
"слушай, помощь",61
"что ты умеешь",61
"что ты умеешь пожалуйста",61
"можешь что ты умеешь",61
"нужно что ты умеешь",61
"так, давай что ты умеешь",61
"слушай, что ты умеешь",61
"список команд",61
"список команд пожалуйста",61
"можешь список команд",61
"нужно список команд",61
"так, давай список команд",61
"слушай, список команд",61
"хелп",61
"хелп пожалуйста",61
"можешь хелп",61
"нужно хелп",61
"так, давай хелп",61
"слушай, хелп",61
"спасибо",62
"спасибо пожалуйста",62
"можешь спасибо",62
"нужно спасибо",62
"так, давай спасибо",62
"слушай, спасибо",62
"благодарю",62
"благодарю пожалуйста",62
"можешь благодарю",62
"нужно благодарю",62
"так, давай благодарю",62
"слушай, благодарю",62
"отлично",62
"отлично пожалуйста",62
"можешь отлично",62
"нужно отлично",62
"так, давай отлично",62
"слушай, отлично",62
"молодец",62
"молодец пожалуйста",62
"можешь молодец",62
"нужно молодец",62
"так, давай молодец",62
"слушай, молодец",62
"привет",63
"привет пожалуйста",63
"можешь привет",63
"нужно привет",63
"так, давай привет",63
"слушай, привет",63
"здравствуй",63
"здравствуй пожалуйста",63
"можешь здравствуй",63
"нужно здравствуй",63
"так, давай здравствуй",63
"слушай, здравствуй",63
"добрый день",63
"добрый день пожалуйста",63
"можешь добрый день",63
"нужно добрый день",63
"так, давай добрый день",63
"слушай, добрый день",63
"приветствую",63
"приветствую пожалуйста",63
"можешь приветствую",63
"нужно приветствую",63
"так, давай приветствую",63
"слушай, приветствую",63
"пока",64
"пока пожалуйста",64
"можешь пока",64
"нужно пока",64
"так, давай пока",64
"слушай, пока",64
"до свидания",64
"до свидания пожалуйста",64
"можешь до свидания",64
"нужно до свидания",64
"так, давай до свидания",64
"слушай, до свидания",64
"прощай",64
"прощай пожалуйста",64
"можешь прощай",64
"нужно прощай",64
"так, давай прощай",64
"слушай, прощай",64
"до встречи",64
"до встречи пожалуйста",64
"можешь до встречи",64
"нужно до встречи",64
"так, давай до встречи",64
"слушай, до встречи",64
"выруби комп",0
"заверши работу системы",0
"пожалуйста выключи этот пк",0
"системное выключение",0
"пора выключать",0
"отключи питание",0
"завершить сеанс и выключить",0
"хочу выключить компьютер",0
"отруби машину",0
"рестарт системы",1
"перезапусти этот пк",1
"нужно перезагрузиться",1
"сделай ребут",1
"ребутни комп",1
"хочу перезагрузить пк",1
"давай перезагрузку",1
"перезагрузка",1
"немедленный рестарт",1
"спящий режим",2
"переведи в сон",2
"нужно заблокировать экран",2
"залочить сессию",2
"усни пожалуйста",2
"режим сна",2
"заблокируй машину",2
"хочу чтобы комп уснул",2
"введи в спящий режим",2
"перейди в режим гибернации",3
"глубокий сон",3
"отправить в гибернацию",3
"включи гибернацию",3
"нужна гибернация",3
"режим глубокого сна",3
"сохрани сессию и усни",3
"сменить пользователя",4
"выйди из моего аккаунта",4
"завершить текущий сеанс",4
"покажи экран входа",4
"смени учетную запись",4
"мне нужно выйти",4
"сделай логаут",4
"сфотографируй экран",5
"захват всего экрана",5
"сделай принтскрин",5
"хочу скриншот",5
"заскринь это",5
"снимок экрана",5
"запусти интернет",10
"дай мне гугл",10
"хочу в интернет",10
"открой хром",10
"запусти яндекс браузер",10
"мне нужен веб-браузер",10
"го в сеть",10
"покажи мне интернет",10
"открой-ка браузер",10
"выруби интернет",11
"закрой все вкладки хрома",11
"убей процесс браузера",11
"закрой гугл",11
"хватит сидеть в интернете",11
"закрой окно браузера",11
"покажи мои файлы",12
"запусти файловый менеджер",12
"открой папку документы",12
"хочу видеть файлы",12
"открой этот компьютер",12
"где мои загрузки",12
"перейди в папку с фото",12
"закрой окно с файлами",13
"сверни файловый менеджер",13
"хватит копаться в файлах",13
"закрой это окно",13
"создай текстовый файл",14
"запусти notepad",14
"нужно записать текст",14
"простой текстовый редактор",14
"хочу сделать заметку",14
"закрой текстовый редактор",15
"хватит писать",15
"закрой notepad",15
"мне нужно посчитать",16
"запусти программу калькулятор",16
"посчитай два плюс два",16
"где калькулятор",16
"убери калькулятор с экрана",17
"хватит считать",17
"запусти командную строку",18
"мне нужна консоль",18
"открой cmd",18
"хочу ввести команду",18
"покажи мне терминал",18
"закрой консоль",19
"сверни командную строку",19
"покажи запущенные процессы",20
"что сейчас работает",20
"какие программы открыты",20
"загрузка процессора",20
"сверни диспетчер",21
"хочу изменить параметры",22
"запусти панель управления",22
"где меняются настройки",22
"открой параметры системы",22
"закрой панель управления",23
"запусти плеер",30
"хочу послушать что-нибудь",30
"вруби музло",30
"давай какой-нибудь трек",30
"воспроизведи мой плейлист",30
"играй музыку",30
"снова включи тот трек",30
"продолжи воспроизведение",30
"поставь на паузу",31
"останови трек",31
"хватит музыки",31
"пауза",31
"стоп",31
"прекрати играть",31
"пропусти эту песню",32
"давай дальше",32
"некст",32
"следующая композиция",32
"хочу другую песню",32
"верни прошлую песню",33
"назад",33
"проиграй еще раз предыдущий",33
"предыдущая композиция",33
"увеличь громкость",34
"громкость вверх",34
"погромче",34
"добавь звука",34
"уменьши громкость",35
"громкость вниз",35
"потише",35
"убавь звук",35
"без звука",36
"мьют",36
"заглуши все",36
"режим тишины",36
"верни звук",37
"анмьют",37
"я хочу слышать",37
"сделай звук снова",37
"найди в интернете как испечь торт",40
"поищи в гугле рецепт блинов",40
"что такое синхрофазотрон",40
"загугли мне что-нибудь",40
"поиск информации о погоде",40
"кто такой леброн джеймс",40
"как дела у тебя",99
"сегодня был хороший день",99
"я думаю пойти погулять",99
"это просто текст для проверки",99
"ничего не делай",99
"какой сегодня день недели",99
"пошути",45
"знаешь какой-нибудь прикол",45
"хочу посмеяться",45
"удиви меня шуткой",45
"прогноз погоды на сегодня",41
"сколько градусов за окном",41
"скажи погоду в москве",41
"завтра будет дождь",41
"подскажи погоду",41
"какая температура сейчас",41
"что там с погодой",41
"сколько сейчас времени",42
"скажи мне точное время",42
"время",42
"поставь таймер на 10 минут",43
"засеки 5 минут",43
"таймер",43
"установи таймер",43
"разбуди меня завтра в 8",44
"будильник",44
"создай будильник",44
"просто болтовня",99
"интересно, что будет дальше",99
"я печатаю случайный набор слов",99
"красный синий зеленый",99
"что ты умеешь",61
"покажи список команд",61
"хелп",61
"какие команды ты знаешь",61
"благодарю",62
"отлично сработано",62
"молодец",62
"круто",62
"здравствуй",63
"добрый день",63
"приветствую тебя",63
"здарова",63
"до свидания",64
"прощай",64
"до скорого",64
"увидимся",64
"забудь",60
"ничего не надо",60
"стой",60
"отставить",60
"проехали",60
"неверная команда",60
"я передумал",60
"кажется я устал",99
"пора бы пообедать",99
"о чем ты думаешь",99
"тестовое сообщение",99
